z_re,z_im,w_re,w_im
-2.389830508474576,-1.7796610169491525,2.0354441589612327,-1.4277177445863956
-2.389830508474576,-1.6779661016949152,2.0376510829570353,-1.4495805513959072
-2.389830508474576,-1.5762711864406778,2.0404311748215447,-1.4716062770884362
-2.389830508474576,-1.4745762711864405,2.0438036321671387,-1.4937685353608439
-2.389830508474576,-1.3728813559322033,2.0477860903403213,-1.516038731782415
-2.389830508474576,-1.271186440677966,2.0523943358546695,-1.5383861575277837
-2.389830508474576,-1.1694915254237288,2.057642021659416,-1.5607781254108901
-2.389830508474576,-1.0677966101694913,2.0635403912838557,-1.5831801496625229
-2.389830508474576,-0.9661016949152543,2.0700980194816485,-1.6055561695861995
-2.389830508474576,-0.8644067796610169,2.077320577314092,-1.627868815731408
-2.389830508474576,-0.7627118644067794,2.0852106295981443,-1.6500797156005953
-2.389830508474576,-0.6610169491525424,2.093767472259527,-1.6721498342368508
